application_id,age,annual_income,credit_score,loan_amount,years_employed,debt_to_income_ratio,existing_loans,employment_type,marital_status,education_level,residence_type,city_tier,card_type_requested,application_date,approval_status
103403,28,95726,822,46730,22,0.11,2,Self-Employed,Single,High School,Family,Tier2,Gold,08/06/2024,Approved
103404,37,183361,465,24241,11,0.53,5,Business,Married,High School,Owned,Tier3,,25/12/2025,Rejected
103405,37,69788,537,8296,6,0.09,4,Business,Single,Bachelors,Family,Tier2,,31/07/2024,Approved
103406,53,29747,312,17333,31,0.23,3,Salaried,Single,High School,Owned,Tier3,Platinum,19/06/2024,Rejected
103407,52,25045,556,42516,18,0.11,6,Self-Employed,Single,Masters,Rented,Tier3,Gold,10/08/2024,Rejected
103408,28,32758,813,19628,,0.39,1,Business,Married,Masters,Family,Tier2,Gold,14/02/2025,Approved
103409,39,150076,509,20367,15,0.47,4,Salaried,Divorced,High School,Owned,Tier2,Gold,16/05/2024,Approved
103410,58,179509,783,12755,7,0.63,3,Salaried,Married,High School,Rented,Tier3,Silver,11/01/2024,Approved
103411,23,175657,664,36493,29,0.53,5,Business,Divorced,Masters,Rented,Tier2,Silver,22/11/2024,Approved
103412,25,165926,524,22750,5,0.67,0,Salaried,Divorced,High School,Owned,Tier1,Gold,12/05/2024,Approved
103413,33,81950,493,14025,1,0.54,7,Salaried,Divorced,High School,Owned,Tier1,Platinum,20/08/2024,Approved
103414,51,173421,495,5887,33,0.24,5,Salaried,Married,High School,Owned,Tier3,,24/07/2025,Approved
103415,36,177420,699,14658,28,0.41,3,Self-Employed,Divorced,Bachelors,Rented,Tier1,Platinum,01/08/2025,Approved
103416,52,190368,356,6226,19,0.35,5,Salaried,Divorced,High School,Family,Tier3,Silver,20/02/2025,Approved
103417,,44455,512,36596,2,0.42,1,Salaried,Divorced,Masters,Owned,Tier3,Platinum,23/03/2024,Rejected
103418,49,195365,578,46799,34,0.42,4,Business,Single,Bachelors,Rented,Tier2,Silver,21/04/2024,Approved
103419,42,113552,679,4988,7,0.51,2,Business,Divorced,Masters,Owned,Tier3,Gold,14/10/2024,Rejected
103420,63,71116,416,22663,11,0.1,2,Self-Employed,Single,Masters,Rented,Tier1,Silver,11/11/2025,Rejected
103421,23,145461,750,19853,31,0.54,7,Business,Divorced,High School,Owned,Tier2,Platinum,21/09/2024,Approved
103422,30,65484,709,19014,28,0.14,3,Self-Employed,Married,Masters,Owned,Tier1,Gold,29/01/2025,Rejected
103423,62,,666,15239,20,0.07,3,Salaried,Single,High School,Owned,Tier1,Gold,11/06/2024,Approved
103424,41,106638,412,37046,2,0.39,7,Salaried,Divorced,Bachelors,Owned,Tier1,Gold,13/10/2025,Rejected
103425,36,159476,463,19422,26,0.43,3,Salaried,Married,High School,Owned,Tier3,Gold,19/05/2024,Approved
103426,32,193332,303,22816,2,0.07,4,Business,Single,High School,Family,Tier2,Platinum,29/09/2025,Approved
103427,22,125647,322,28055,0,0.38,7,Self-Employed,Married,High School,Rented,Tier3,Gold,01/09/2025,Approved
103428,61,90642,391,7470,19,0.4,2,Business,Divorced,High School,Owned,Tier2,Silver,19/02/2024,Rejected
103429,44,71009,768,24461,6,0.08,2,Business,Divorced,High School,Owned,Tier2,Gold,30/04/2024,Approved
103430,55,153824,454,46534,0,0.51,1,Self-Employed,Divorced,Bachelors,Owned,Tier2,Silver,21/11/2025,Rejected
103431,50,54605,506,5761,9,0.19,1,Self-Employed,Divorced,High School,Rented,Tier3,Gold,12/06/2024,Approved
103432,50,135879,380,22603,11,0.57,0,Self-Employed,Single,Bachelors,Rented,Tier1,Platinum,28/02/2025,Approved
103433,55,193641,782,35155,3,0.25,4,Salaried,Single,Masters,Family,Tier2,Gold,01/09/2025,Approved
103434,39,145827,706,48914,6,0.36,3,Business,Single,High School,Rented,Tier2,Silver,19/11/2025,Rejected
103435,28,30580,402,22996,9,0.63,1,Business,Divorced,Masters,Owned,Tier1,Platinum,02/11/2025,Approved
103436,46,139902,539,40978,21,0.57,0,Salaried,Divorced,Bachelors,Rented,Tier1,,19/12/2025,Rejected
103437,60,30400,564,34342,24,0.56,0,Self-Employed,Married,High School,Owned,Tier1,Platinum,26/01/2025,Rejected
103438,27,,332,10913,28,0.15,2,Business,Married,High School,Family,Tier3,Platinum,24/12/2024,Rejected
103439,50,121032,334,42978,14,0.08,4,Salaried,Single,Masters,Family,Tier1,Platinum,04/05/2025,Rejected
103440,27,152319,548,41564,18,0.44,4,Business,Divorced,Masters,Family,Tier3,Silver,31/10/2024,Rejected
103441,23,131960,349,30999,17,0.32,5,Business,Divorced,Masters,Family,Tier2,Gold,13/03/2024,Approved
103442,21,64015,579,32748,2,0.64,3,Business,Married,Bachelors,Owned,Tier1,Silver,05/08/2024,Approved
103443,56,96713,451,33331,5,0.28,7,Self-Employed,Single,Bachelors,Rented,Tier2,Silver,17/06/2025,Approved
103444,45,171046,850,45380,21,0.32,4,Self-Employed,Divorced,High School,Owned,Tier2,Gold,18/09/2025,Approved
103445,57,170109,836,35224,30,0.39,5,Business,Married,Masters,Family,Tier1,Gold,08/11/2025,Rejected
103446,21,172239,529,35363,20,0.57,7,Self-Employed,Single,Bachelors,Owned,Tier3,Gold,20/02/2025,Rejected
103447,35,113754,587,25692,7,0.22,3,Salaried,Single,Bachelors,Family,Tier2,Platinum,15/10/2025,Approved
103448,57,68148,694,8986,0,0.66,4,Salaried,Single,Bachelors,Rented,Tier2,Platinum,09/03/2024,Approved
103449,33,177606,752,14146,2,0.4,7,Business,Married,Masters,Rented,Tier3,Platinum,05/06/2025,Approved
103450,,147790,332,43810,28,0.6,7,Salaried,Divorced,Bachelors,Family,Tier2,Platinum,14/11/2025,Approved
103451,28,111078,662,34599,5,0.39,2,Self-Employed,Married,Bachelors,Rented,Tier1,Gold,12/02/2025,Rejected
103452,25,81879,410,22352,32,0.55,5,Self-Employed,Divorced,Masters,Rented,Tier3,Gold,12/04/2025,Approved
103453,29,144894,420,11973,17,0.08,0,Salaried,Divorced,Bachelors,Rented,Tier1,Gold,09/08/2025,Approved
103454,21,90839,315,19501,0,0.57,4,Business,Divorced,Masters,Rented,Tier1,Platinum,20/02/2024,Approved
103455,56,54756,822,21866,21,0.39,6,Salaried,Single,Masters,Owned,Tier1,Gold,16/10/2024,Approved
103456,55,168755,397,19390,30,0.34,4,Self-Employed,Divorced,Bachelors,Rented,Tier2,Silver,16/01/2024,Rejected
103457,22,167097,415,44531,22,0.12,2,Business,Single,Masters,Owned,Tier2,Gold,08/03/2024,Rejected
103458,60,174787,770,42256,7,0.53,1,Self-Employed,Married,High School,Family,Tier3,Platinum,26/02/2024,Approved
103459,43,117943,738,40528,28,0.14,3,Business,Divorced,Masters,Owned,Tier2,Gold,29/06/2024,Approved
103460,29,173188,580,42678,18,0.18,7,Business,Married,High School,Rented,Tier1,Silver,25/11/2024,Approved
103461,54,61744,648,28712,15,0.13,1,Business,Married,High School,Owned,Tier3,Gold,03/08/2024,Rejected
103462,34,149697,531,6694,18,0.05,0,Self-Employed,Divorced,Masters,Family,Tier3,Platinum,30/10/2024,Approved
103463,24,141072,410,20463,21,0.48,1,Business,Divorced,High School,Owned,Tier1,Platinum,13/12/2025,Approved
103464,50,158196,651,22662,18,0.23,7,Business,Single,High School,Owned,Tier2,Silver,24/01/2025,Approved
103465,51,194123,311,1010,3,0.15,6,Salaried,Divorced,Bachelors,Rented,Tier3,Silver,19/10/2024,Approved
103466,58,32176,787,38648,4,0.26,6,Salaried,Single,Masters,Owned,Tier2,Platinum,22/09/2024,Rejected
103467,31,116310,832,28515,4,0.37,0,Self-Employed,Single,Masters,Family,Tier3,Silver,29/08/2025,Approved
103468,55,174748,584,11846,,0.38,3,Business,Divorced,High School,Rented,Tier1,Silver,15/08/2024,Rejected
103469,28,70177,844,48258,23,0.29,2,Salaried,Divorced,Masters,Rented,Tier1,Gold,17/06/2024,Approved
103470,23,135623,691,47285,0,0.37,6,Self-Employed,Divorced,Masters,Owned,Tier3,Silver,11/03/2025,Approved
103471,34,25997,469,29026,27,0.33,6,Business,Single,Bachelors,Owned,Tier1,Platinum,21/09/2024,Approved
103472,33,199841,376,17982,20,0.58,0,Self-Employed,Single,Bachelors,Owned,Tier1,Silver,05/06/2024,Approved
103473,52,145179,596,18207,18,0.07,3,Business,Single,Masters,Rented,Tier1,Silver,10/02/2024,Rejected
103474,54,145403,629,44357,22,0.61,5,Salaried,,Bachelors,Owned,Tier2,Silver,31/12/2024,Approved
103475,39,167303,362,38985,13,0.21,2,Business,Single,Masters,Rented,Tier3,Silver,27/05/2025,Approved
103476,58,120287,,40854,5,0.52,1,Salaried,Divorced,Bachelors,Family,Tier2,Silver,23/04/2024,Approved
103477,36,144574,515,13306,31,0.31,1,Business,Single,High School,Rented,Tier1,Silver,04/12/2025,Approved
103478,22,146509,489,1312,31,0.24,0,Business,Divorced,Bachelors,Rented,Tier1,Platinum,25/09/2025,Approved
103479,60,110447,374,44934,7,0.45,4,Salaried,Single,High School,Rented,Tier3,Gold,19/05/2024,Approved
103480,37,134522,809,,21,0.55,5,Salaried,Single,Bachelors,Family,Tier3,Platinum,24/10/2025,Approved
103481,54,106144,392,24084,7,0.34,4,Salaried,Divorced,Masters,Rented,Tier2,Gold,02/10/2025,Approved
103482,62,117693,352,45698,9,0.35,5,Self-Employed,Married,Masters,Owned,Tier3,Gold,10/08/2024,Approved
103483,36,119315,795,36260,2,0.09,2,Salaried,,High School,Owned,Tier2,Platinum,05/09/2025,Rejected
103484,58,52387,393,43905,12,0.65,7,Business,Single,High School,Rented,Tier2,Silver,25/02/2025,Approved
103485,22,29090,528,17614,29,0.6,1,Self-Employed,Divorced,Masters,Owned,Tier3,Platinum,28/04/2024,Rejected
103486,22,145846,549,11864,3,0.31,3,Self-Employed,Married,Bachelors,Owned,Tier3,Silver,02/03/2025,Approved
103487,46,181017,690,49114,5,0.55,5,Self-Employed,Married,High School,Family,Tier3,,11/12/2024,Rejected
103488,33,65239,481,16224,15,0.25,2,Self-Employed,Divorced,Masters,Owned,Tier3,Gold,07/07/2024,Approved
103489,51,28743,566,48462,21,0.52,0,Salaried,Married,Bachelors,Family,Tier2,Gold,01/02/2024,Approved
103490,54,55924,580,45414,26,0.39,5,Business,Single,Masters,Owned,Tier3,Silver,04/06/2024,Approved
103491,59,166268,382,45543,20,0.35,0,Business,Single,Masters,Rented,Tier1,Silver,03/06/2024,Rejected
103492,23,155160,485,1043,28,0.09,2,Self-Employed,Single,Bachelors,Rented,Tier1,Gold,08/05/2024,Rejected
103493,28,,830,41300,0,0.68,3,Self-Employed,Married,Bachelors,Family,Tier3,Gold,20/09/2024,Approved
103494,43,130312,647,25476,29,0.59,1,Salaried,Divorced,Bachelors,Family,Tier1,Platinum,25/12/2025,Approved
103495,34,93860,722,,23,0.57,1,Business,Divorced,Bachelors,Family,Tier2,Silver,23/01/2024,Approved
103496,47,197472,753,29269,12,0.25,3,Salaried,Single,Masters,Family,Tier1,Gold,19/02/2025,Rejected
103497,49,105399,566,20841,29,0.24,1,Self-Employed,Single,Masters,Rented,Tier3,Gold,04/10/2025,Rejected
103498,59,73795,806,39152,25,0.42,5,Self-Employed,Single,,Owned,Tier1,Platinum,09/07/2025,Approved
103499,59,76553,441,31931,33,0.6,7,Self-Employed,Single,Bachelors,Rented,Tier1,Platinum,24/11/2025,Rejected
103500,21,128976,615,6615,19,0.66,4,Business,Married,Masters,Family,Tier3,,01/06/2025,Approved
103501,37,180183,531,28961,5,0.22,4,Business,Single,Masters,Owned,Tier2,Platinum,21/11/2024,Rejected
103502,61,138566,596,33513,8,0.44,3,Self-Employed,Married,Bachelors,Rented,Tier2,Silver,08/03/2025,Rejected
103503,50,144968,321,22890,15,0.52,6,,Single,Bachelors,Owned,Tier3,Gold,18/03/2025,Rejected
103504,33,86600,683,27870,3,0.2,7,Self-Employed,Divorced,High School,Rented,Tier1,Gold,20/05/2025,Approved
103505,41,75022,425,36763,31,0.31,7,Business,Married,Bachelors,Owned,Tier2,Gold,27/11/2025,Rejected
103506,39,159271,402,46876,19,0.17,4,Business,Divorced,Masters,Family,Tier3,Platinum,26/07/2025,Rejected
103507,39,75897,409,48175,28,0.5,5,Self-Employed,Divorced,Bachelors,Owned,Tier2,Gold,02/07/2024,Approved
103508,45,63038,771,45327,30,0.61,2,Business,Divorced,High School,Family,Tier3,Silver,11/11/2025,Rejected
103509,42,148323,364,44302,16,0.62,1,Self-Employed,Single,High School,Rented,Tier2,Gold,11/04/2025,Approved
103510,51,145278,771,25746,24,0.49,5,Salaried,Divorced,Masters,Rented,Tier3,Silver,28/11/2024,Approved
103511,37,136054,375,38109,15,0.28,2,Business,Divorced,Bachelors,Owned,Tier2,Platinum,10/02/2024,Rejected
103512,43,32897,318,30836,19,0.48,3,Salaried,Divorced,Bachelors,Owned,Tier3,Platinum,17/02/2025,Approved
103513,52,89541,683,10831,9,0.61,7,Self-Employed,Married,High School,,Tier1,Platinum,13/12/2024,Approved
103514,30,131968,489,34384,22,0.46,5,Self-Employed,Single,Bachelors,Owned,Tier3,Platinum,01/03/2025,Approved
103515,30,39892,659,,32,0.32,5,Business,Divorced,Masters,Owned,Tier1,Platinum,18/10/2024,Approved
103516,56,164343,751,39820,12,0.65,6,Business,Single,Masters,Owned,Tier3,Silver,25/02/2024,Rejected
103517,28,49815,378,40222,24,0.59,4,Business,Married,Bachelors,Owned,Tier1,Platinum,05/08/2025,Approved
103518,40,70612,471,30069,23,0.62,2,Self-Employed,Single,Bachelors,Owned,Tier3,Gold,11/04/2025,Rejected
103519,52,189429,511,43816,5,0.64,2,Business,Divorced,Masters,Owned,Tier1,Gold,18/03/2024,Rejected
103520,34,41267,744,42882,14,0.31,6,Salaried,Single,Bachelors,Owned,Tier3,Silver,16/09/2025,Approved
103521,48,43268,448,18196,33,0.61,0,Business,Single,High School,Family,Tier2,Platinum,01/02/2025,Approved
103522,44,139463,309,5999,3,0.42,7,Self-Employed,Single,High School,Family,Tier2,Platinum,15/06/2024,Approved
103523,35,170335,841,25026,13,0.07,2,Salaried,Single,Bachelors,Owned,Tier2,Platinum,30/08/2025,Approved
103524,42,120347,354,2730,3,0.46,4,Salaried,Single,High School,Rented,Tier2,Platinum,14/09/2025,Rejected
103525,50,119542,479,4424,27,0.36,1,Business,Married,Masters,Rented,Tier3,Silver,10/10/2024,Approved
103526,24,197343,680,39830,28,0.23,6,Self-Employed,Divorced,Bachelors,Owned,Tier2,Silver,20/06/2024,Rejected
103527,,91612,721,30716,17,0.68,1,Self-Employed,Single,High School,Owned,Tier3,Platinum,27/10/2024,Approved
103528,43,163307,750,32226,19,0.09,1,Business,Single,Masters,Owned,Tier1,Silver,30/09/2024,Rejected
103529,28,113757,392,3207,31,0.66,4,Self-Employed,Divorced,Bachelors,Family,Tier2,Platinum,25/06/2025,Approved
103530,38,172489,819,14031,7,0.15,1,Business,Divorced,Bachelors,Owned,Tier2,Platinum,17/08/2024,Approved
103531,32,123075,712,29008,12,0.3,5,Self-Employed,Divorced,Bachelors,Family,Tier2,Gold,16/07/2024,Approved
103532,51,59609,693,30484,8,0.32,6,Salaried,Divorced,Bachelors,Rented,Tier2,Silver,29/03/2025,Approved
103533,34,127785,630,47635,32,0.53,5,Business,Single,High School,Family,Tier3,Gold,10/05/2024,Rejected
103534,54,189974,732,4368,11,0.19,6,Self-Employed,Divorced,Bachelors,Family,Tier2,Gold,02/06/2025,Rejected
103535,38,48645,462,22855,24,0.69,1,Self-Employed,Married,Bachelors,Rented,Tier2,Silver,29/06/2025,Approved
103536,54,87233,339,3227,24,0.54,3,Business,Single,High School,Family,Tier3,Gold,05/03/2024,Rejected
103537,31,136443,384,49522,15,0.56,3,Salaried,Married,High School,Family,Tier1,Gold,28/10/2025,Rejected
103538,61,179473,390,31322,15,0.12,0,Self-Employed,Divorced,Masters,Owned,Tier3,Gold,19/03/2024,Rejected
103539,32,32771,783,44220,34,0.36,5,Business,Married,High School,Rented,Tier1,Platinum,12/02/2024,Approved
103540,35,197407,684,13817,22,0.66,0,Salaried,Single,Bachelors,Family,Tier1,Gold,25/10/2025,Approved
103541,51,127601,492,47474,7,0.23,2,Self-Employed,Single,High School,Owned,Tier3,Platinum,02/03/2024,Rejected
103542,49,158014,552,48130,2,0.14,2,Self-Employed,Single,Bachelors,Rented,Tier2,Silver,06/01/2025,Approved
103543,46,176460,543,14226,23,0.37,5,Self-Employed,Single,High School,Rented,Tier3,Platinum,18/08/2025,Approved
103544,38,150224,569,44877,21,0.65,5,Business,Married,Masters,Rented,Tier2,Platinum,28/04/2024,Approved
103545,52,108251,318,45480,13,0.37,7,Business,Single,Masters,Rented,Tier3,Platinum,30/01/2024,Approved
103546,42,82042,339,,21,0.31,6,Business,Single,,Family,Tier1,Gold,03/03/2025,Rejected
103547,58,78740,815,21764,33,0.47,2,Salaried,Single,Masters,Rented,Tier3,Silver,22/12/2025,Approved
103548,37,72024,332,19204,30,0.66,6,Self-Employed,Divorced,Masters,Rented,Tier1,Gold,04/09/2025,Approved
103549,43,179522,749,1188,20,0.08,0,Self-Employed,Married,High School,Rented,Tier3,Gold,15/01/2024,Approved
103550,44,81965,838,31397,4,0.15,1,Salaried,Divorced,Bachelors,Family,Tier3,Platinum,07/10/2025,Approved
103551,28,35057,618,10414,18,0.14,6,Salaried,Single,High School,Owned,Tier2,Gold,01/11/2024,Rejected
103552,61,33983,423,38989,20,0.11,2,Business,Divorced,Masters,Family,Tier3,Platinum,15/02/2024,Approved
103553,26,155469,671,42438,1,0.25,1,Self-Employed,Single,Masters,Family,Tier2,Silver,22/10/2024,Approved
103554,25,44995,650,7746,2,0.2,1,Salaried,Divorced,Bachelors,Family,Tier3,Silver,23/08/2024,Approved
103555,64,,622,15331,29,0.41,0,Salaried,Single,Masters,Rented,Tier1,Platinum,12/10/2024,Approved
103556,49,63886,787,12254,33,0.26,7,Salaried,Single,High School,Owned,Tier3,Silver,12/10/2024,Approved
103557,48,114025,750,11217,24,0.31,6,Business,Single,Masters,Rented,Tier2,Gold,16/02/2025,Rejected
103558,31,120149,652,16583,34,0.66,3,Business,Divorced,Masters,Owned,Tier2,Gold,29/12/2025,Rejected
103559,21,119020,415,38380,28,0.15,5,Self-Employed,Single,Bachelors,Owned,Tier3,Platinum,02/02/2025,Rejected
103560,63,27673,312,35318,11,0.3,3,Business,Divorced,Masters,Family,Tier1,Silver,24/05/2024,Approved
103561,39,190962,619,16800,22,0.22,4,Self-Employed,Single,High School,Family,Tier3,Gold,14/03/2024,Approved
103562,,102513,464,31212,27,0.41,3,Business,Married,Masters,Family,Tier2,Gold,22/06/2024,Approved
103563,47,48466,384,48333,16,0.53,2,Business,Single,High School,Owned,Tier3,Silver,08/11/2024,Approved
103564,54,117545,547,28492,15,0.58,0,Business,Married,Masters,Owned,Tier2,Gold,13/08/2025,Rejected
103565,64,75406,731,33592,8,0.38,1,Salaried,Single,,Family,Tier3,Silver,27/12/2024,Rejected
103566,24,159760,778,6233,2,0.61,0,Business,Single,Masters,Family,Tier2,Gold,29/10/2025,Approved
103567,56,94284,667,23019,21,0.56,6,Self-Employed,Single,Bachelors,Family,Tier3,Silver,05/08/2024,Approved
103568,38,139579,656,12447,30,0.15,5,Business,Single,High School,Owned,Tier3,Platinum,17/03/2024,Approved
103569,35,38665,707,15036,13,0.21,7,Salaried,Single,Masters,Owned,Tier3,Gold,26/06/2025,Approved
103570,33,45641,644,11998,2,0.49,6,Salaried,Divorced,High School,Family,Tier1,Gold,02/11/2024,Approved
103571,39,188572,478,33801,22,0.68,4,Self-Employed,Divorced,Masters,Owned,Tier2,Silver,06/01/2025,Approved
103572,26,60797,724,25871,20,0.29,4,Self-Employed,Divorced,Bachelors,Owned,Tier1,Platinum,29/11/2024,Approved
103573,32,70950,840,28076,23,0.2,4,Salaried,Married,Bachelors,Rented,Tier1,Gold,11/10/2024,Rejected
103574,57,181118,742,45739,31,0.61,1,Business,Single,Bachelors,Family,Tier1,Silver,24/07/2024,Approved
103575,37,154554,605,29152,4,0.18,4,Self-Employed,Single,High School,Rented,Tier3,Platinum,14/01/2024,Approved
103576,43,127339,666,2429,32,0.5,5,Self-Employed,Single,Bachelors,Family,Tier2,Silver,06/07/2025,Approved
103577,46,138431,335,11381,18,0.07,4,Business,Married,High School,Owned,Tier2,Silver,05/11/2025,Approved
103578,49,165710,762,2987,33,0.06,4,Business,Married,High School,Owned,Tier1,Platinum,10/01/2025,Approved
103579,53,46173,445,30319,2,0.34,5,Business,Married,Bachelors,Owned,Tier1,Silver,07/11/2024,Rejected
103580,47,169294,445,23655,27,0.48,5,Salaried,Married,High School,Family,Tier1,Gold,17/03/2024,Approved
103581,45,193082,679,20266,10,0.14,1,Salaried,Divorced,High School,Owned,Tier1,Gold,16/12/2025,Rejected
103582,30,43095,467,49028,9,0.55,6,Business,Married,High School,Owned,Tier2,Platinum,05/02/2024,Rejected
103583,43,148554,574,44737,1,0.13,7,Self-Employed,Married,High School,Owned,Tier1,Gold,28/06/2025,Rejected
103584,41,157511,386,12889,26,0.4,4,Self-Employed,Married,Bachelors,Rented,Tier3,Platinum,05/10/2025,Approved
103585,41,150614,453,49477,8,0.25,2,Salaried,Married,High School,Owned,Tier1,Silver,10/03/2025,Approved
103586,63,,796,2547,0,0.54,7,Salaried,Divorced,Bachelors,Rented,Tier2,Platinum,31/10/2024,Rejected
103587,33,114023,614,45275,32,0.57,0,Self-Employed,Single,Bachelors,Owned,Tier3,Gold,13/12/2025,Approved
103588,57,132181,573,34281,32,0.09,4,Salaried,Married,High School,Owned,Tier2,Gold,04/07/2025,Approved
103589,53,45600,561,46056,2,0.18,4,Salaried,Divorced,High School,Owned,Tier3,Platinum,30/03/2025,Rejected
103590,44,27466,786,14550,31,0.63,7,Self-Employed,Divorced,Bachelors,Family,Tier1,Gold,30/09/2024,Rejected
103591,64,134934,753,6174,12,0.32,0,Business,Divorced,Bachelors,Owned,Tier3,Platinum,28/02/2024,Approved
103592,31,78276,742,37334,20,0.36,6,Self-Employed,Single,Bachelors,Owned,Tier2,Gold,28/09/2025,Approved
103593,37,31928,561,21187,3,0.16,4,Salaried,Married,High School,,Tier3,Platinum,10/02/2025,Approved
103594,24,80309,842,4938,16,0.7,6,Business,Single,High School,Owned,Tier3,Gold,02/10/2024,Approved
103595,45,196960,404,2471,3,0.65,5,Business,Divorced,Masters,Family,Tier3,Gold,28/04/2025,Approved
103596,50,199904,649,17721,19,0.05,7,Self-Employed,Single,High School,Owned,Tier2,Platinum,22/02/2024,Approved
103597,29,141196,737,8051,11,0.41,6,Business,Divorced,High School,Family,Tier3,Gold,23/02/2024,Approved
103598,41,34404,468,8444,25,0.62,4,Business,Divorced,Bachelors,Rented,Tier3,Gold,27/05/2024,Approved
